Label,ImageSize,CellArea,Cell_perimeter,cell_circularity
basophil,130680,10904.0,575.6711338758469,2.4185395800314353
basophil,130680,12512.5,684.9675970077515,2.983912612081891
basophil,135054,12104.5,499.8305150270462,1.642437356912678
basophil,130680,9821.5,534.2569209337234,2.312664472358804
basophil,130680,8100.0,694.2396749258041,4.735043530677368
basophil,130680,10442.0,820.3229348659515,5.12833225858646
basophil,130680,12380.0,643.612258553505,2.662674663952657
basophil,130680,10702.5,603.5706287622452,2.7087011680650583
basophil,130680,11048.0,455.24472761154175,1.4927817600431963
basophil,130680,12633.0,969.8620393276215,5.925207479056392
basophil,130680,12573.0,857.7199032306671,4.656313322872739
basophil,130680,11362.0,917.033612370491,5.889872040213102
basophil,130680,9342.0,414.416300535202,1.4629313003190807
basophil,130680,13502.0,470.7594459056854,1.306141168664137
basophil,130680,9750.0,631.9554046392441,3.2595555371752543
basophil,130680,9797.0,691.89652967453,3.8884751923262724
basophil,130680,14511.0,772.8670920133591,3.275687213881852
basophil,130680,12863.0,602.4995613098145,2.245749627926245
basophil,130680,9914.0,577.4701235294342,2.6767034683525934
basophil,130680,10862.0,448.41630041599274,1.473136940612542
basophil,130680,8371.5,406.516806602478,1.570883091218474
basophil,130680,14790.5,658.8254607915878,2.3353287671228298
basophil,130680,10839.0,507.7300089597702,1.8926337715892068
basophil,130680,10209.5,595.2274831533432,2.7615417501081225
basophil,130680,10275.5,654.1980450153351,3.3144056170831084
basophil,130680,9917.0,537.5289984941483,2.318534804335518
basophil,130680,9753.5,755.2518680095673,4.653859458185766
basophil,130680,11057.0,549.6711332798004,2.1744963669115385
basophil,135054,14983.0,669.068101644516,2.3775628519574914
basophil,130680,7548.5,448.37467074394226,2.1193935979484944
basophil,130680,9676.0,407.30360305309296,1.3643656603239758
basophil,130680,8234.5,376.09039998054504,1.3669020592158467
basophil,130680,11123.5,427.0609630346298,1.304753369165935
basophil,130680,12719.0,738.5239455699921,3.412450270571497
basophil,130680,12628.5,597.4284934997559,2.249107589321027
basophil,130680,11116.0,525.8721437454224,1.9797116110137303
basophil,130680,9424.5,452.03152430057526,1.7253184383278977
basophil,130680,16199.5,1035.5016475915909,5.267324983220527
basophil,130680,9631.5,516.6589416265488,2.2054849926190063
basophil,130680,10274.0,524.7005717754364,2.1324244307454485
basophil,130680,9797.5,593.9137743711472,2.86498042770214
basophil,130680,10753.5,450.516805768013,1.5019735647860826
basophil,130680,9700.5,529.428492307663,2.299379399369172
basophil,130680,9340.0,560.8427067995071,2.679942111632877
basophil,135054,11261.5,418.7178164720535,1.238901491820865
basophil,135054,11049.0,412.47517693042755,1.2253574551684951
basophil,130680,12355.5,789.0508571863174,4.009957806017977
basophil,130680,8432.5,656.4823158979416,4.067053164362701
basophil,130680,10834.0,533.5289981365204,2.090823451643918
basophil,130680,14207.0,648.5828206539154,2.3562351895211293
basophil,130680,8390.5,852.2224299907684,6.888239121804702
basophil,130680,12761.5,884.648837685585,4.880116993033021
basophil,130680,9960.5,571.2274831533432,2.6069168829222717
basophil,130680,12657.0,1102.5138400793076,7.642359369050334
basophil,130680,12516.5,513.1442226171494,1.6741182067162477
basophil,130680,11499.5,969.9036679267883,6.509811030235193
basophil,130680,11330.5,764.0802949666977,4.100332356114499
basophil,130680,9160.5,485.0020867586136,2.043422501167735
basophil,130680,14562.5,569.9137749671936,1.7748943455457198
basophil,130680,9600.0,603.9554036855698,3.023629999223533
basophil,130680,9072.5,472.5168068408966,1.9583832230021239
basophil,130680,9651.5,433.2619729042053,1.5477345126100917
basophil,130680,12219.5,463.3452333211899,1.3981253153022966
basophil,130680,8381.0,395.1614669561386,1.482666494097583
basophil,130680,12381.0,637.8132691383362,2.61469786702083
basophil,130680,10904.0,497.8721435070038,1.8090057552924614
basophil,130680,10196.0,1021.2590078115463,8.14014440934075
basophil,130680,10791.0,534.2152898311615,2.1045588338384387
basophil,130680,12396.0,534.0142806768417,1.8306878984439074
basophil,130680,11281.0,475.7888844013214,1.5968757287816513
basophil,130680,9733.0,440.2741651535034,1.5848560318704996
basophil,130680,13544.0,475.9310202598572,1.3308564546316353
basophil,130680,11235.0,481.2447271347046,1.6403972306020083
basophil,130680,11035.5,1219.81030356884,10.729579841459062
basophil,130680,9982.5,624.7422013282776,3.1113760484134683
basophil,130680,13600.5,608.3990552425385,2.165769947828971
basophil,135054,10497.5,441.6883784532547,1.478891107244078
basophil,130680,11181.5,913.619399189949,5.940468439271009
basophil,135054,13412.5,665.3696178197861,2.626674956243258
basophil,130680,8547.0,375.5046125650406,1.3128254408907565
basophil,130680,12054.0,509.73000860214233,1.7152970974359332
basophil,130680,10027.5,461.002086520195,1.6865656364641362
basophil,130680,8855.0,440.8183217048645,1.7463080017960815
basophil,130680,8464.5,598.3990551233292,3.3664380342733
basophil,130680,12227.5,1139.9280537366867,8.456825086493748
basophil,130680,13619.5,611.0264736413956,2.181468901562505
basophil,130680,14248.5,989.0163667201996,5.462959066459177
basophil,130680,9319.0,750.1807997226715,4.805656371182156
basophil,130680,8484.5,687.4528781175613,4.432510275411963
basophil,130680,15381.0,569.185851931572,1.6761533781394322
basophil,135054,12096.0,438.61731123924255,1.2656682754047812
basophil,130680,7602.0,388.67618691921234,1.5813869029060634
basophil,130680,8651.5,415.20309698581696,1.5856958600785185
basophil,130680,13758.5,537.7716385126114,1.6726875960025716
basophil,135054,10431.5,529.6295047998428,2.139871602844247
basophil,130680,14179.5,613.7127640247345,2.1137787653234223
basophil,130680,8054.0,371.01933205127716,1.3601023442327251
basophil,135054,15391.5,781.737149477005,3.1595897119163565
basophil,130680,10008.0,683.7543941736221,3.7174325730483386
basophil,130680,10514.0,417.9898943901062,1.3223722515668672
basophil,130680,12072.0,658.5828223228455,2.8591155466143627
basophil,130680,9899.5,627.5117539167404,3.165341749771365
basophil,130680,9567.0,431.9898942708969,1.552249528500683
basophil,130680,13734.5,886.4478253126144,4.55285312411128
basophil,130680,13507.5,630.8843367099762,2.3448477528982936
basophil,135054,9460.0,376.8183218240738,1.1944363776531097
basophil,130680,13150.0,562.0142800807953,1.91143302069404
basophil,130680,10473.0,409.98989367485046,1.2772188963662765
basophil,130680,8748.5,414.23253631591797,1.5607917320685065
basophil,135054,10829.5,752.2813050746918,4.158553269157327
basophil,130680,13902.5,855.6782729625702,4.191005604736268
basophil,130680,10887.5,603.913774728775,2.6657034811991136
basophil,130680,14751.5,1115.7859184741974,6.716077588607685
basophil,130680,11215.0,678.3818097114563,3.265421488273705
basophil,130680,8376.0,714.3229361772537,4.847777263834686
basophil,130680,11028.5,432.23253536224365,1.348058059262111
basophil,130680,13596.0,631.1269775629044,2.3313767930014095
basophil,130680,10115.5,507.14422249794006,2.0233254585958425
basophil,130680,6994.5,347.94826436042786,1.377408664106226
basophil,130680,11839.0,721.8965289592743,3.502878088150061
basophil,130680,9252.5,429.20309805870056,1.584370466900163
basophil,130680,15807.0,544.8427069187164,1.4944554273649093
basophil,130680,8431.0,789.8376536369324,5.888256421601062
basophil,130680,10836.0,467.58787429332733,1.605637934774317
basophil,135054,10532.0,476.4163010120392,1.7149541410460767
basophil,130680,10612.0,545.1858518123627,2.2288561927516253
basophil,130680,8660.5,873.3351281881332,7.008241004432857
basophil,130680,11861.0,592.4995614290237,2.3552927568063127
basophil,130680,8801.0,435.10259222984314,1.711754413949158
basophil,130680,11385.5,557.7716391086578,2.174457302851018
basophil,130680,9622.0,855.4356323480606,6.052007481736848
basophil,130680,11297.0,1016.0041741132736,7.271399259057532
basophil,130680,10446.5,435.2030985355377,1.4427905360528208
basophil,130680,13509.0,635.1269778013229,2.3762277040553146
basophil,130680,11240.5,713.5117536783218,3.6041824641230127
basophil,130680,9780.0,744.3229353427887,4.507898034265185
basophil,130680,10128.5,597.4284934997559,2.8042508951711103
basophil,130680,8746.5,593.5706280469894,3.2055358646401357
basophil,130680,10457.5,473.83051431179047,1.7084737630439963
basophil,130680,8307.0,357.9898946285248,1.2276864443053899
basophil,130680,9133.0,519.3279880285263,2.3499581899854944
basophil,130680,11104.0,1060.4305801391602,8.058888911890133
basophil,130680,11231.0,537.244727730751,2.0451069903418237
basophil,130680,11802.0,554.0142798423767,2.06955247866281
basophil,130680,11634.5,1004.0458043813705,6.895241211784094
basophil,130680,15267.0,681.2691121101379,2.4192114449858857
basophil,130680,8868.5,441.0609622001648,1.7455697483816845
basophil,130680,9060.5,603.0264719724655,3.193822132742586
basophil,130680,14879.0,674.0386643409729,2.429886627025685
basophil,130680,11277.0,491.73000848293304,1.7062787438805231
basophil,130680,8063.0,420.96045672893524,1.7489447094428465
basophil,130680,11014.0,900.0041735172272,5.852401467760199
basophil,130680,16517.0,758.3229339122772,2.770558650403676
basophil,130680,11598.5,614.5411905050278,2.5911365711592103
basophil,130680,14095.0,906.5483309030533,4.639882482719934
basophil,130680,8297.0,542.7005709409714,2.8248123470803495
basophil,130680,9315.5,852.6488348245621,6.210468618519953
basophil,130680,14236.5,994.3889499902725,5.527127496835919
basophil,130680,11739.5,413.5462439060211,1.1592809440078382
basophil,130680,8331.0,509.73000848293304,2.481837858939114
basophil,130680,9712.0,585.1269778013229,2.8053154687544546
basophil,130680,14283.5,1212.9818770885468,8.197173384642033
basophil,130680,11694.5,546.4579310417175,2.0319917705575485
basophil,130680,8962.5,665.9970341920853,3.938270639043019
